filename,stubble_density
aug_0_img15.jpg,73.11
aug_1_img15.jpg,73.11
aug_2_img15.jpg,73.11
aug_3_img15.jpg,73.11
aug_4_img15.jpg,73.11
aug_5_img15.jpg,73.11
aug_6_img15.jpg,73.11
aug_7_img15.jpg,73.11
aug_8_img15.jpg,73.11
aug_9_img15.jpg,73.11
aug_10_img15.jpg,73.11
aug_11_img15.jpg,73.11
aug_12_img15.jpg,73.11
aug_13_img15.jpg,73.11
aug_0_img16.jpg,54.39
aug_1_img16.jpg,54.39
aug_2_img16.jpg,54.39
aug_3_img16.jpg,54.39
aug_4_img16.jpg,54.39
aug_5_img16.jpg,54.39
aug_6_img16.jpg,54.39
aug_7_img16.jpg,54.39
aug_8_img16.jpg,54.39
aug_9_img16.jpg,54.39
aug_10_img16.jpg,54.39
aug_11_img16.jpg,54.39
aug_12_img16.jpg,54.39
aug_13_img16.jpg,54.39
aug_0_img17.jpg,48.69
aug_1_img17.jpg,48.69
aug_2_img17.jpg,48.69
aug_3_img17.jpg,48.69
aug_4_img17.jpg,48.69
aug_5_img17.jpg,48.69
aug_6_img17.jpg,48.69
aug_7_img17.jpg,48.69
aug_8_img17.jpg,48.69
aug_9_img17.jpg,48.69
aug_10_img17.jpg,48.69
aug_11_img17.jpg,48.69
aug_12_img17.jpg,48.69
aug_13_img17.jpg,48.69
aug_0_img18.jpg,61.83
aug_1_img18.jpg,61.83
aug_2_img18.jpg,61.83
aug_3_img18.jpg,61.83
aug_4_img18.jpg,61.83
aug_5_img18.jpg,61.83
aug_6_img18.jpg,61.83
aug_7_img18.jpg,61.83
aug_8_img18.jpg,61.83
aug_9_img18.jpg,61.83
aug_10_img18.jpg,61.83
aug_11_img18.jpg,61.83
aug_12_img18.jpg,61.83
aug_13_img18.jpg,61.83
aug_0_img19.jpg,56.21
aug_1_img19.jpg,56.21
aug_2_img19.jpg,56.21
aug_3_img19.jpg,56.21
aug_4_img19.jpg,56.21
aug_5_img19.jpg,56.21
aug_6_img19.jpg,56.21
aug_7_img19.jpg,56.21
aug_8_img19.jpg,56.21
aug_9_img19.jpg,56.21
aug_10_img19.jpg,56.21
aug_11_img19.jpg,56.21
aug_12_img19.jpg,56.21
aug_13_img19.jpg,56.21
aug_0_img2.jpg,51.48
aug_1_img2.jpg,51.48
aug_2_img2.jpg,51.48
aug_3_img2.jpg,51.48
aug_4_img2.jpg,51.48
aug_5_img2.jpg,51.48
aug_6_img2.jpg,51.48
aug_7_img2.jpg,51.48
aug_8_img2.jpg,51.48
aug_9_img2.jpg,51.48
aug_10_img2.jpg,51.48
aug_11_img2.jpg,51.48
aug_12_img2.jpg,51.48
aug_13_img2.jpg,51.48
aug_0_img20.jpeg,57.27
aug_1_img20.jpeg,57.27
aug_2_img20.jpeg,57.27
aug_3_img20.jpeg,57.27
aug_4_img20.jpeg,57.27
aug_5_img20.jpeg,57.27
aug_6_img20.jpeg,57.27
aug_7_img20.jpeg,57.27
aug_8_img20.jpeg,57.27
aug_9_img20.jpeg,57.27
aug_10_img20.jpeg,57.27
aug_11_img20.jpeg,57.27
aug_12_img20.jpeg,57.27
aug_13_img20.jpeg,57.27
aug_0_img21.jpeg,90.44
aug_1_img21.jpeg,90.44
aug_2_img21.jpeg,90.44
aug_3_img21.jpeg,90.44
aug_4_img21.jpeg,90.44
aug_5_img21.jpeg,90.44
aug_6_img21.jpeg,90.44
aug_7_img21.jpeg,90.44
aug_8_img21.jpeg,90.44
aug_9_img21.jpeg,90.44
aug_10_img21.jpeg,90.44
aug_11_img21.jpeg,90.44
aug_12_img21.jpeg,90.44
aug_13_img21.jpeg,90.44
aug_0_img22.jpeg,63.9
aug_1_img22.jpeg,63.9
aug_2_img22.jpeg,63.9
aug_3_img22.jpeg,63.9
aug_4_img22.jpeg,63.9
aug_5_img22.jpeg,63.9
aug_6_img22.jpeg,63.9
aug_7_img22.jpeg,63.9
aug_8_img22.jpeg,63.9
aug_9_img22.jpeg,63.9
aug_10_img22.jpeg,63.9
aug_11_img22.jpeg,63.9
aug_12_img22.jpeg,63.9
aug_13_img22.jpeg,63.9
aug_0_img23.jpg,96.27
aug_1_img23.jpg,96.27
aug_2_img23.jpg,96.27
aug_3_img23.jpg,96.27
aug_4_img23.jpg,96.27
aug_5_img23.jpg,96.27
aug_6_img23.jpg,96.27
aug_7_img23.jpg,96.27
aug_8_img23.jpg,96.27
aug_9_img23.jpg,96.27
aug_10_img23.jpg,96.27
aug_11_img23.jpg,96.27
aug_12_img23.jpg,96.27
aug_13_img23.jpg,96.27
aug_0_img24.jpg,53.57
aug_1_img24.jpg,53.57
aug_2_img24.jpg,53.57
aug_3_img24.jpg,53.57
aug_4_img24.jpg,53.57
aug_5_img24.jpg,53.57
aug_6_img24.jpg,53.57
aug_7_img24.jpg,53.57
aug_8_img24.jpg,53.57
aug_9_img24.jpg,53.57
aug_10_img24.jpg,53.57
aug_11_img24.jpg,53.57
aug_12_img24.jpg,53.57
aug_13_img24.jpg,53.57
aug_0_img25.jpg,57.48
aug_1_img25.jpg,57.48
aug_2_img25.jpg,57.48
aug_3_img25.jpg,57.48
aug_4_img25.jpg,57.48
aug_5_img25.jpg,57.48
aug_6_img25.jpg,57.48
aug_7_img25.jpg,57.48
aug_8_img25.jpg,57.48
aug_9_img25.jpg,57.48
aug_10_img25.jpg,57.48
aug_11_img25.jpg,57.48
aug_12_img25.jpg,57.48
aug_13_img25.jpg,57.48
aug_0_img26.jpg,95.06
aug_1_img26.jpg,95.06
aug_2_img26.jpg,95.06
aug_3_img26.jpg,95.06
aug_4_img26.jpg,95.06
aug_5_img26.jpg,95.06
aug_6_img26.jpg,95.06
aug_7_img26.jpg,95.06
aug_8_img26.jpg,95.06
aug_9_img26.jpg,95.06
aug_10_img26.jpg,95.06
aug_11_img26.jpg,95.06
aug_12_img26.jpg,95.06
aug_13_img26.jpg,95.06
aug_0_img27.jpg,51.14
aug_1_img27.jpg,51.14
aug_2_img27.jpg,51.14
aug_3_img27.jpg,51.14
aug_4_img27.jpg,51.14
aug_5_img27.jpg,51.14
aug_6_img27.jpg,51.14
aug_7_img27.jpg,51.14
aug_8_img27.jpg,51.14
aug_9_img27.jpg,51.14
aug_10_img27.jpg,51.14
aug_11_img27.jpg,51.14
aug_12_img27.jpg,51.14
aug_13_img27.jpg,51.14
aug_0_img28.jpg,97.24
aug_1_img28.jpg,97.24
aug_2_img28.jpg,97.24
aug_3_img28.jpg,97.24
aug_4_img28.jpg,97.24
aug_5_img28.jpg,97.24
aug_6_img28.jpg,97.24
aug_7_img28.jpg,97.24
aug_8_img28.jpg,97.24
aug_9_img28.jpg,97.24
aug_10_img28.jpg,97.24
aug_11_img28.jpg,97.24
aug_12_img28.jpg,97.24
aug_13_img28.jpg,97.24
aug_0_img29.jpg,71.03
aug_1_img29.jpg,71.03
aug_2_img29.jpg,71.03
aug_3_img29.jpg,71.03
aug_4_img29.jpg,71.03
aug_5_img29.jpg,71.03
aug_6_img29.jpg,71.03
aug_7_img29.jpg,71.03
aug_8_img29.jpg,71.03
aug_9_img29.jpg,71.03
aug_10_img29.jpg,71.03
aug_11_img29.jpg,71.03
aug_12_img29.jpg,71.03
aug_13_img29.jpg,71.03
aug_0_img3.jpg,84.19
aug_1_img3.jpg,84.19
aug_2_img3.jpg,84.19
aug_3_img3.jpg,84.19
aug_4_img3.jpg,84.19
aug_5_img3.jpg,84.19
aug_6_img3.jpg,84.19
aug_7_img3.jpg,84.19
aug_8_img3.jpg,84.19
aug_9_img3.jpg,84.19
aug_10_img3.jpg,84.19
aug_11_img3.jpg,84.19
aug_12_img3.jpg,84.19
aug_13_img3.jpg,84.19
aug_0_img30.jpg,94.8
aug_1_img30.jpg,94.8
aug_2_img30.jpg,94.8
aug_3_img30.jpg,94.8
aug_4_img30.jpg,94.8
aug_5_img30.jpg,94.8
aug_6_img30.jpg,94.8
aug_7_img30.jpg,94.8
aug_8_img30.jpg,94.8
aug_9_img30.jpg,94.8
aug_10_img30.jpg,94.8
aug_11_img30.jpg,94.8
aug_12_img30.jpg,94.8
aug_13_img30.jpg,94.8
aug_0_img31.jpg,58.32
aug_1_img31.jpg,58.32
aug_2_img31.jpg,58.32
aug_3_img31.jpg,58.32
aug_4_img31.jpg,58.32
aug_5_img31.jpg,58.32
aug_6_img31.jpg,58.32
aug_7_img31.jpg,58.32
aug_8_img31.jpg,58.32
aug_9_img31.jpg,58.32
aug_10_img31.jpg,58.32
aug_11_img31.jpg,58.32
aug_12_img31.jpg,58.32
aug_13_img31.jpg,58.32
aug_0_img32.jpeg,86.19
aug_1_img32.jpeg,86.19
aug_2_img32.jpeg,86.19
aug_3_img32.jpeg,86.19
aug_4_img32.jpeg,86.19
aug_5_img32.jpeg,86.19
aug_6_img32.jpeg,86.19
aug_7_img32.jpeg,86.19
aug_8_img32.jpeg,86.19
aug_9_img32.jpeg,86.19
aug_10_img32.jpeg,86.19
aug_11_img32.jpeg,86.19
aug_12_img32.jpeg,86.19
aug_13_img32.jpeg,86.19
aug_0_img33.jpg,66.61
aug_1_img33.jpg,66.61
aug_2_img33.jpg,66.61
aug_3_img33.jpg,66.61
aug_4_img33.jpg,66.61
aug_5_img33.jpg,66.61
aug_6_img33.jpg,66.61
aug_7_img33.jpg,66.61
aug_8_img33.jpg,66.61
aug_9_img33.jpg,66.61
aug_10_img33.jpg,66.61
aug_11_img33.jpg,66.61
aug_12_img33.jpg,66.61
aug_13_img33.jpg,66.61
aug_0_img34.jpg,91.63
aug_1_img34.jpg,91.63
aug_2_img34.jpg,91.63
aug_3_img34.jpg,91.63
aug_4_img34.jpg,91.63
aug_5_img34.jpg,91.63
aug_6_img34.jpg,91.63
aug_7_img34.jpg,91.63
aug_8_img34.jpg,91.63
aug_9_img34.jpg,91.63
aug_10_img34.jpg,91.63
aug_11_img34.jpg,91.63
aug_12_img34.jpg,91.63
aug_13_img34.jpg,91.63
aug_0_img35.jpeg,82.09
aug_1_img35.jpeg,82.09
aug_2_img35.jpeg,82.09
aug_3_img35.jpeg,82.09
aug_4_img35.jpeg,82.09
aug_5_img35.jpeg,82.09
aug_6_img35.jpeg,82.09
aug_7_img35.jpeg,82.09
aug_8_img35.jpeg,82.09
aug_9_img35.jpeg,82.09
aug_10_img35.jpeg,82.09
aug_11_img35.jpeg,82.09
aug_12_img35.jpeg,82.09
aug_13_img35.jpeg,82.09
aug_0_img36.jpg,51.83
aug_1_img36.jpg,51.83
aug_2_img36.jpg,51.83
aug_3_img36.jpg,51.83
aug_4_img36.jpg,51.83
aug_5_img36.jpg,51.83
aug_6_img36.jpg,51.83
aug_7_img36.jpg,51.83
aug_8_img36.jpg,51.83
aug_9_img36.jpg,51.83
aug_10_img36.jpg,51.83
aug_11_img36.jpg,51.83
aug_12_img36.jpg,51.83
aug_13_img36.jpg,51.83
aug_0_img37.jpg,74.67
aug_1_img37.jpg,74.67
aug_2_img37.jpg,74.67
aug_3_img37.jpg,74.67
aug_4_img37.jpg,74.67
aug_5_img37.jpg,74.67
aug_6_img37.jpg,74.67
aug_7_img37.jpg,74.67
aug_8_img37.jpg,74.67
aug_9_img37.jpg,74.67
aug_10_img37.jpg,74.67
aug_11_img37.jpg,74.67
aug_12_img37.jpg,74.67
aug_13_img37.jpg,74.67
aug_0_img38.jpg,51.68
aug_1_img38.jpg,51.68
aug_2_img38.jpg,51.68
aug_3_img38.jpg,51.68
aug_4_img38.jpg,51.68
aug_5_img38.jpg,51.68
aug_6_img38.jpg,51.68
aug_7_img38.jpg,51.68
aug_8_img38.jpg,51.68
aug_9_img38.jpg,51.68
aug_10_img38.jpg,51.68
aug_11_img38.jpg,51.68
aug_12_img38.jpg,51.68
aug_13_img38.jpg,51.68
aug_0_img39.jpg,74.53
aug_1_img39.jpg,74.53
aug_2_img39.jpg,74.53
aug_3_img39.jpg,74.53
aug_4_img39.jpg,74.53
aug_5_img39.jpg,74.53
aug_6_img39.jpg,74.53
aug_7_img39.jpg,74.53
aug_8_img39.jpg,74.53
aug_9_img39.jpg,74.53
aug_10_img39.jpg,74.53
aug_11_img39.jpg,74.53
aug_12_img39.jpg,74.53
aug_13_img39.jpg,74.53
aug_0_img4.jpg,91.47
aug_1_img4.jpg,91.47
aug_2_img4.jpg,91.47
aug_3_img4.jpg,91.47
aug_4_img4.jpg,91.47
aug_5_img4.jpg,91.47
aug_6_img4.jpg,91.47
aug_7_img4.jpg,91.47
aug_8_img4.jpg,91.47
aug_9_img4.jpg,91.47
aug_10_img4.jpg,91.47
aug_11_img4.jpg,91.47
aug_12_img4.jpg,91.47
aug_13_img4.jpg,91.47
aug_0_img40.jpg,93.14
aug_1_img40.jpg,93.14
aug_2_img40.jpg,93.14
aug_3_img40.jpg,93.14
aug_4_img40.jpg,93.14
aug_5_img40.jpg,93.14
aug_6_img40.jpg,93.14
aug_7_img40.jpg,93.14
aug_8_img40.jpg,93.14
aug_9_img40.jpg,93.14
aug_10_img40.jpg,93.14
aug_11_img40.jpg,93.14
aug_12_img40.jpg,93.14
aug_13_img40.jpg,93.14
aug_0_img41.jpg,90.59
aug_1_img41.jpg,90.59
aug_2_img41.jpg,90.59
aug_3_img41.jpg,90.59
aug_4_img41.jpg,90.59
aug_5_img41.jpg,90.59
aug_6_img41.jpg,90.59
aug_7_img41.jpg,90.59
aug_8_img41.jpg,90.59
aug_9_img41.jpg,90.59
aug_10_img41.jpg,90.59
aug_11_img41.jpg,90.59
aug_12_img41.jpg,90.59
aug_13_img41.jpg,90.59
aug_0_img42.jpg,53.87
aug_1_img42.jpg,53.87
aug_2_img42.jpg,53.87
aug_3_img42.jpg,53.87
aug_4_img42.jpg,53.87
aug_5_img42.jpg,53.87
aug_6_img42.jpg,53.87
aug_7_img42.jpg,53.87
aug_8_img42.jpg,53.87
aug_9_img42.jpg,53.87
aug_10_img42.jpg,53.87
aug_11_img42.jpg,53.87
aug_12_img42.jpg,53.87
aug_13_img42.jpg,53.87
aug_0_img43.jpg,93.69
aug_1_img43.jpg,93.69
aug_2_img43.jpg,93.69
aug_3_img43.jpg,93.69
aug_4_img43.jpg,93.69
aug_5_img43.jpg,93.69
aug_6_img43.jpg,93.69
aug_7_img43.jpg,93.69
aug_8_img43.jpg,93.69
aug_9_img43.jpg,93.69
aug_10_img43.jpg,93.69
aug_11_img43.jpg,93.69
aug_12_img43.jpg,93.69
aug_13_img43.jpg,93.69
aug_0_img44.jpeg,61.94
aug_1_img44.jpeg,61.94
aug_2_img44.jpeg,61.94
aug_3_img44.jpeg,61.94
aug_4_img44.jpeg,61.94
aug_5_img44.jpeg,61.94
aug_6_img44.jpeg,61.94
aug_7_img44.jpeg,61.94
aug_8_img44.jpeg,61.94
aug_9_img44.jpeg,61.94
aug_10_img44.jpeg,61.94
aug_11_img44.jpeg,61.94
aug_12_img44.jpeg,61.94
aug_13_img44.jpeg,61.94
aug_0_img45.jpeg,55.04
aug_1_img45.jpeg,55.04
aug_2_img45.jpeg,55.04
aug_3_img45.jpeg,55.04
aug_4_img45.jpeg,55.04
aug_5_img45.jpeg,55.04
aug_6_img45.jpeg,55.04
aug_7_img45.jpeg,55.04
aug_8_img45.jpeg,55.04
aug_9_img45.jpeg,55.04
aug_10_img45.jpeg,55.04
aug_11_img45.jpeg,55.04
aug_12_img45.jpeg,55.04
aug_13_img45.jpeg,55.04
aug_0_img46.jpg,39.89
aug_1_img46.jpg,39.89
aug_2_img46.jpg,39.89
aug_3_img46.jpg,39.89
aug_4_img46.jpg,39.89
aug_5_img46.jpg,39.89
aug_6_img46.jpg,39.89
aug_7_img46.jpg,39.89
aug_8_img46.jpg,39.89
aug_9_img46.jpg,39.89
aug_10_img46.jpg,39.89
aug_11_img46.jpg,39.89
aug_12_img46.jpg,39.89
aug_13_img46.jpg,39.89
aug_0_img47.jpg,87.09
aug_1_img47.jpg,87.09
aug_2_img47.jpg,87.09
aug_3_img47.jpg,87.09
aug_4_img47.jpg,87.09
aug_5_img47.jpg,87.09
aug_6_img47.jpg,87.09
aug_7_img47.jpg,87.09
aug_8_img47.jpg,87.09
aug_9_img47.jpg,87.09
aug_10_img47.jpg,87.09
aug_11_img47.jpg,87.09
aug_12_img47.jpg,87.09
aug_13_img47.jpg,87.09
aug_0_img48.jpg,63.27
aug_1_img48.jpg,63.27
aug_2_img48.jpg,63.27
aug_3_img48.jpg,63.27
aug_4_img48.jpg,63.27
aug_5_img48.jpg,63.27
aug_6_img48.jpg,63.27
aug_7_img48.jpg,63.27
aug_8_img48.jpg,63.27
aug_9_img48.jpg,63.27
aug_10_img48.jpg,63.27
aug_11_img48.jpg,63.27
aug_12_img48.jpg,63.27
aug_13_img48.jpg,63.27
aug_0_img49.jpg,92.62
aug_1_img49.jpg,92.62
aug_2_img49.jpg,92.62
aug_3_img49.jpg,92.62
aug_4_img49.jpg,92.62
aug_5_img49.jpg,92.62
aug_6_img49.jpg,92.62
aug_7_img49.jpg,92.62
aug_8_img49.jpg,92.62
aug_9_img49.jpg,92.62
aug_10_img49.jpg,92.62
aug_11_img49.jpg,92.62
aug_12_img49.jpg,92.62
aug_13_img49.jpg,92.62
aug_0_img5.jpg,60.34
aug_1_img5.jpg,60.34
aug_2_img5.jpg,60.34
aug_3_img5.jpg,60.34
aug_4_img5.jpg,60.34
aug_5_img5.jpg,60.34
aug_6_img5.jpg,60.34
aug_7_img5.jpg,60.34
aug_8_img5.jpg,60.34
aug_9_img5.jpg,60.34
aug_10_img5.jpg,60.34
aug_11_img5.jpg,60.34
aug_12_img5.jpg,60.34
aug_13_img5.jpg,60.34
aug_0_img50.jpg,96.6
aug_1_img50.jpg,96.6
aug_2_img50.jpg,96.6
aug_3_img50.jpg,96.6
aug_4_img50.jpg,96.6
aug_5_img50.jpg,96.6
aug_6_img50.jpg,96.6
aug_7_img50.jpg,96.6
aug_8_img50.jpg,96.6
aug_9_img50.jpg,96.6
aug_10_img50.jpg,96.6
aug_11_img50.jpg,96.6
aug_12_img50.jpg,96.6
aug_13_img50.jpg,96.6
aug_0_img51.png,45.29
aug_1_img51.png,45.29
aug_2_img51.png,45.29
aug_3_img51.png,45.29
aug_4_img51.png,45.29
aug_5_img51.png,45.29
aug_6_img51.png,45.29
aug_7_img51.png,45.29
aug_8_img51.png,45.29
aug_9_img51.png,45.29
aug_10_img51.png,45.29
aug_11_img51.png,45.29
aug_12_img51.png,45.29
aug_13_img51.png,45.29
aug_0_img52.jpeg,88.15
aug_1_img52.jpeg,88.15
aug_2_img52.jpeg,88.15
aug_3_img52.jpeg,88.15
aug_4_img52.jpeg,88.15
aug_5_img52.jpeg,88.15
aug_6_img52.jpeg,88.15
aug_7_img52.jpeg,88.15
aug_8_img52.jpeg,88.15
aug_9_img52.jpeg,88.15
aug_10_img52.jpeg,88.15
aug_11_img52.jpeg,88.15
aug_12_img52.jpeg,88.15
aug_13_img52.jpeg,88.15
aug_0_img53.jpg,95.32
aug_1_img53.jpg,95.32
aug_2_img53.jpg,95.32
aug_3_img53.jpg,95.32
aug_4_img53.jpg,95.32
aug_5_img53.jpg,95.32
aug_6_img53.jpg,95.32
aug_7_img53.jpg,95.32
aug_8_img53.jpg,95.32
aug_9_img53.jpg,95.32
aug_10_img53.jpg,95.32
aug_11_img53.jpg,95.32
aug_12_img53.jpg,95.32
aug_13_img53.jpg,95.32
aug_0_img54.jpg,53.9
aug_1_img54.jpg,53.9
aug_2_img54.jpg,53.9
aug_3_img54.jpg,53.9
aug_4_img54.jpg,53.9
aug_5_img54.jpg,53.9
aug_6_img54.jpg,53.9
aug_7_img54.jpg,53.9
aug_8_img54.jpg,53.9
aug_9_img54.jpg,53.9
aug_10_img54.jpg,53.9
aug_11_img54.jpg,53.9
aug_12_img54.jpg,53.9
aug_13_img54.jpg,53.9
aug_0_img55.jpg,77.94
aug_1_img55.jpg,77.94
aug_2_img55.jpg,77.94
aug_3_img55.jpg,77.94
aug_4_img55.jpg,77.94
aug_5_img55.jpg,77.94
aug_6_img55.jpg,77.94
aug_7_img55.jpg,77.94
aug_8_img55.jpg,77.94
aug_9_img55.jpg,77.94
aug_10_img55.jpg,77.94
aug_11_img55.jpg,77.94
aug_12_img55.jpg,77.94
aug_13_img55.jpg,77.94
aug_0_img56.jpeg,83.52
aug_1_img56.jpeg,83.52
aug_2_img56.jpeg,83.52
aug_3_img56.jpeg,83.52
aug_4_img56.jpeg,83.52
aug_5_img56.jpeg,83.52
aug_6_img56.jpeg,83.52
aug_7_img56.jpeg,83.52
aug_8_img56.jpeg,83.52
aug_9_img56.jpeg,83.52
aug_10_img56.jpeg,83.52
aug_11_img56.jpeg,83.52
aug_12_img56.jpeg,83.52
aug_13_img56.jpeg,83.52
aug_0_img57.jpg,93.68
aug_1_img57.jpg,93.68
aug_2_img57.jpg,93.68
aug_3_img57.jpg,93.68
aug_4_img57.jpg,93.68
aug_5_img57.jpg,93.68
aug_6_img57.jpg,93.68
aug_7_img57.jpg,93.68
aug_8_img57.jpg,93.68
aug_9_img57.jpg,93.68
aug_10_img57.jpg,93.68
aug_11_img57.jpg,93.68
aug_12_img57.jpg,93.68
aug_13_img57.jpg,93.68
aug_0_img58.jpg,58.39
aug_1_img58.jpg,58.39
aug_2_img58.jpg,58.39
aug_3_img58.jpg,58.39
aug_4_img58.jpg,58.39
aug_5_img58.jpg,58.39
aug_6_img58.jpg,58.39
aug_7_img58.jpg,58.39
aug_8_img58.jpg,58.39
aug_9_img58.jpg,58.39
aug_10_img58.jpg,58.39
aug_11_img58.jpg,58.39
aug_12_img58.jpg,58.39
aug_13_img58.jpg,58.39
aug_0_img59.jpg,83.96
aug_1_img59.jpg,83.96
aug_2_img59.jpg,83.96
aug_3_img59.jpg,83.96
aug_4_img59.jpg,83.96
aug_5_img59.jpg,83.96
aug_6_img59.jpg,83.96
aug_7_img59.jpg,83.96
aug_8_img59.jpg,83.96
aug_9_img59.jpg,83.96
aug_10_img59.jpg,83.96
aug_11_img59.jpg,83.96
aug_12_img59.jpg,83.96
aug_13_img59.jpg,83.96
aug_0_img6.jpg,52.72
aug_1_img6.jpg,52.72
aug_2_img6.jpg,52.72
aug_3_img6.jpg,52.72
aug_4_img6.jpg,52.72
aug_5_img6.jpg,52.72
aug_6_img6.jpg,52.72
aug_7_img6.jpg,52.72
aug_8_img6.jpg,52.72
aug_9_img6.jpg,52.72
aug_10_img6.jpg,52.72
aug_11_img6.jpg,52.72
aug_12_img6.jpg,52.72
aug_13_img6.jpg,52.72
aug_0_img60.jpg,46.79
aug_1_img60.jpg,46.79
aug_2_img60.jpg,46.79
aug_3_img60.jpg,46.79
aug_4_img60.jpg,46.79
aug_5_img60.jpg,46.79
aug_6_img60.jpg,46.79
aug_7_img60.jpg,46.79
aug_8_img60.jpg,46.79
aug_9_img60.jpg,46.79
aug_10_img60.jpg,46.79
aug_11_img60.jpg,46.79
aug_12_img60.jpg,46.79
aug_13_img60.jpg,46.79
aug_0_img61.jpeg,90.01
aug_1_img61.jpeg,90.01
aug_2_img61.jpeg,90.01
aug_3_img61.jpeg,90.01
aug_4_img61.jpeg,90.01
aug_5_img61.jpeg,90.01
aug_6_img61.jpeg,90.01
aug_7_img61.jpeg,90.01
aug_8_img61.jpeg,90.01
aug_9_img61.jpeg,90.01
aug_10_img61.jpeg,90.01
aug_11_img61.jpeg,90.01
aug_12_img61.jpeg,90.01
aug_13_img61.jpeg,90.01
aug_0_img62.jpg,30.9
aug_1_img62.jpg,30.9
aug_2_img62.jpg,30.9
aug_3_img62.jpg,30.9
aug_4_img62.jpg,30.9
aug_5_img62.jpg,30.9
aug_6_img62.jpg,30.9
aug_7_img62.jpg,30.9
aug_8_img62.jpg,30.9
aug_9_img62.jpg,30.9
aug_10_img62.jpg,30.9
aug_11_img62.jpg,30.9
aug_12_img62.jpg,30.9
aug_13_img62.jpg,30.9
aug_0_img63.jpg,61.06
aug_1_img63.jpg,61.06
aug_2_img63.jpg,61.06
aug_3_img63.jpg,61.06
aug_4_img63.jpg,61.06
aug_5_img63.jpg,61.06
aug_6_img63.jpg,61.06
aug_7_img63.jpg,61.06
aug_8_img63.jpg,61.06
aug_9_img63.jpg,61.06
aug_10_img63.jpg,61.06
aug_11_img63.jpg,61.06
aug_12_img63.jpg,61.06
aug_13_img63.jpg,61.06
aug_0_img64.jpeg,79.06
aug_1_img64.jpeg,79.06
aug_2_img64.jpeg,79.06
aug_3_img64.jpeg,79.06
aug_4_img64.jpeg,79.06
aug_5_img64.jpeg,79.06
aug_6_img64.jpeg,79.06
aug_7_img64.jpeg,79.06
aug_8_img64.jpeg,79.06
aug_9_img64.jpeg,79.06
aug_10_img64.jpeg,79.06
